from,to,vote_commun,loi_commun
Duby-Muller   Virginie,Barbier   Frédéric,1,1
Duby-Muller   Virginie,Thiériot   Jean-Louis,1,1
Duby-Muller   Virginie,Dufrègne   Jean-Paul,1,1
Duby-Muller   Virginie,Bono-Vandorme   Aude,1,1
Duby-Muller   Virginie,Blanchet   Christophe,1,1
Duby-Muller   Virginie,Ardouin   Jean-Philippe,1,1
Duby-Muller   Virginie,Michel-Brassart   Monica,1,1
Duby-Muller   Virginie,Dubois   Jacqueline,1,1
Duby-Muller   Virginie,Gipson   Séverine,1,1
Duby-Muller   Virginie,Melchior   Graziella,1,1
Duby-Muller   Virginie,Chapelier   Annie,1,1
Duby-Muller   Virginie,Mette   Sophie,1,1
Duby-Muller   Virginie,Cloarec-Le Nabour   Christine,1,1
Duby-Muller   Virginie,Saint-Paul   Laetitia,1,1
Duby-Muller   Virginie,Masséglia   Denis,1,1
Duby-Muller   Virginie,Grandjean   Carole,1,1
Duby-Muller   Virginie,Jacques   Jean-Michel,1,1
Duby-Muller   Virginie,Rauch   Isabelle,1,1
Duby-Muller   Virginie,Thomas   Valérie,1,1
Duby-Muller   Virginie,El Guerrab   M'jid,1,1
Duby-Muller   Virginie,Genetet   Anne,1,1
Duby-Muller   Virginie,Lenne   Marion,1,1
Duby-Muller   Virginie,Viry   Stéphane,1,1
Duby-Muller   Virginie,Kokouendo   Rodrigue,1,1
Duby-Muller   Virginie,Mauborgne   Sereine,1,1
Duby-Muller   Virginie,Henriet   Pierre,1,1
Duby-Muller   Virginie,Hennion   Christine,1,1
Duby-Muller   Virginie,Fuchs   Bruno,1,1
Duby-Muller   Virginie,Julien-Laferrière   Hubert,1,1
Barbier   Frédéric,Thiériot   Jean-Louis,1,1
Barbier   Frédéric,Dufrègne   Jean-Paul,1,1
Barbier   Frédéric,Bono-Vandorme   Aude,1,1
Barbier   Frédéric,Blanchet   Christophe,1,1
Barbier   Frédéric,Ardouin   Jean-Philippe,1,1
Barbier   Frédéric,Michel-Brassart   Monica,1,1
Barbier   Frédéric,Dubois   Jacqueline,1,1
Barbier   Frédéric,Gipson   Séverine,1,1
Barbier   Frédéric,Melchior   Graziella,1,1
Barbier   Frédéric,Chapelier   Annie,1,1
Barbier   Frédéric,Mette   Sophie,1,1
Barbier   Frédéric,Cloarec-Le Nabour   Christine,1,1
Barbier   Frédéric,Saint-Paul   Laetitia,1,1
Barbier   Frédéric,Masséglia   Denis,1,1
Barbier   Frédéric,Grandjean   Carole,1,1
Barbier   Frédéric,Jacques   Jean-Michel,1,1
Barbier   Frédéric,Rauch   Isabelle,1,1
Barbier   Frédéric,Thomas   Valérie,1,1
Barbier   Frédéric,El Guerrab   M'jid,1,1
Barbier   Frédéric,Genetet   Anne,1,1
Barbier   Frédéric,Lenne   Marion,1,1
Barbier   Frédéric,Viry   Stéphane,1,1
Barbier   Frédéric,Kokouendo   Rodrigue,1,1
Barbier   Frédéric,Mauborgne   Sereine,1,1
Barbier   Frédéric,Henriet   Pierre,1,1
Barbier   Frédéric,Hennion   Christine,1,1
Barbier   Frédéric,Fuchs   Bruno,1,1
Barbier   Frédéric,Julien-Laferrière   Hubert,1,1
Thiériot   Jean-Louis,Dufrègne   Jean-Paul,1,1
Thiériot   Jean-Louis,Bono-Vandorme   Aude,1,1
Thiériot   Jean-Louis,Blanchet   Christophe,1,1
Thiériot   Jean-Louis,Ardouin   Jean-Philippe,1,1
Thiériot   Jean-Louis,Michel-Brassart   Monica,1,1
Thiériot   Jean-Louis,Dubois   Jacqueline,1,1
Thiériot   Jean-Louis,Gipson   Séverine,1,1
Thiériot   Jean-Louis,Melchior   Graziella,1,1
Thiériot   Jean-Louis,Chapelier   Annie,1,1
Thiériot   Jean-Louis,Mette   Sophie,1,1
Thiériot   Jean-Louis,Cloarec-Le Nabour   Christine,1,1
Thiériot   Jean-Louis,Saint-Paul   Laetitia,1,1
Thiériot   Jean-Louis,Masséglia   Denis,1,1
Thiériot   Jean-Louis,Grandjean   Carole,1,1
Thiériot   Jean-Louis,Jacques   Jean-Michel,1,1
Thiériot   Jean-Louis,Rauch   Isabelle,1,1
Thiériot   Jean-Louis,Thomas   Valérie,1,1
Thiériot   Jean-Louis,El Guerrab   M'jid,1,1
Thiériot   Jean-Louis,Genetet   Anne,1,1
Thiériot   Jean-Louis,Lenne   Marion,1,1
Thiériot   Jean-Louis,Viry   Stéphane,1,1
Thiériot   Jean-Louis,Kokouendo   Rodrigue,1,1
Thiériot   Jean-Louis,Mauborgne   Sereine,1,1
Thiériot   Jean-Louis,Henriet   Pierre,1,1
Thiériot   Jean-Louis,Hennion   Christine,1,1
Thiériot   Jean-Louis,Fuchs   Bruno,1,1
Thiériot   Jean-Louis,Julien-Laferrière   Hubert,1,1
Dufrègne   Jean-Paul,Bono-Vandorme   Aude,1,1
Dufrègne   Jean-Paul,Blanchet   Christophe,1,1
Dufrègne   Jean-Paul,Ardouin   Jean-Philippe,1,1
Dufrègne   Jean-Paul,Michel-Brassart   Monica,1,1
Dufrègne   Jean-Paul,Dubois   Jacqueline,1,1
Dufrègne   Jean-Paul,Gipson   Séverine,1,1
Dufrègne   Jean-Paul,Melchior   Graziella,1,1
Dufrègne   Jean-Paul,Chapelier   Annie,1,1
Dufrègne   Jean-Paul,Mette   Sophie,1,1
