from,to,vote_commun,loi_commun
Diard   Éric,Woerth   Éric,1,1
Diard   Éric,Vigier   Philippe,1,1
Diard   Éric,Dalloz   Marie-Christine,1,1
Diard   Éric,Pancher   Bertrand,1,1
Diard   Éric,Karamanli   Marietta,1,1
Diard   Éric,Victory   Michèle,1,1
Diard   Éric,Battistel   Marie-Noëlle,1,1
Diard   Éric,Alauzet   Éric,0,1
Diard   Éric,Daniel   Yves,0,1
Diard   Éric,Molac   Paul,0,1
Diard   Éric,Louwagie   Véronique,1,1
Diard   Éric,Pires Beaune   Christine,1,1
Diard   Éric,Nilor   Jean-Philippe,1,1
Diard   Éric,Bazin   Thibault,1,1
Diard   Éric,Questel   Bruno,0,1
Diard   Éric,Vainqueur-Christophe   Hélène,1,1
Diard   Éric,Dupont   Stella,0,1
Diard   Éric,Habib   Meyer,0,1
Diard   Éric,Claireaux   Stéphane,0,1
Diard   Éric,Ledoux   Vincent,0,1
Diard   Éric,Dufrègne   Jean-Paul,1,1
Diard   Éric,Peyrol   Bénédicte,0,1
Diard   Éric,Cordier   Pierre,1,1
Diard   Éric,Dharréville   Pierre,1,1
Diard   Éric,Laqhila   Mohamed,0,1
Diard   Éric,Bouyx   Bertrand,0,1
Diard   Éric,Michel-Brassart   Monica,0,1
Diard   Éric,Dubois   Jacqueline,0,1
Diard   Éric,Khattabi   Fadila,0,1
Diard   Éric,Clapot   Mireille,0,1
Diard   Éric,Gipson   Séverine,0,1
Diard   Éric,Tamarelle-Verhaeghe   Marie,0,1
Diard   Éric,Le Feur   Sandrine,0,1
Diard   Éric,Ménard   Emmanuelle,0,1
Diard   Éric,Panonacle   Sophie,0,1
Diard   Éric,Mette   Sophie,0,1
Diard   Éric,Mirallès   Patricia,0,1
Diard   Éric,David   Dominique,0,1
Diard   Éric,Colas-Roy   Jean-Charles,0,1
Diard   Éric,Chalumeau   Philippe,0,1
Diard   Éric,Labaronne   Daniel,0,1
Diard   Éric,Thillaye   Sabine,0,1
Diard   Éric,Limon   Monique,0,1
Diard   Éric,Abadie   Caroline,0,1
Diard   Éric,Brulebois   Danielle,0,1
Diard   Éric,Freschi   Alexandre,0,1
Diard   Éric,Rist   Stéphanie,0,1
Diard   Éric,Saint-Paul   Laetitia,0,1
Diard   Éric,Sorre   Bertrand,0,1
Diard   Éric,Magnier   Lise,0,1
Diard   Éric,Damaisin   Olivier,0,1
Diard   Éric,Cariou   Émilie,0,1
Diard   Éric,Pahun   Jimmy,0,1
Diard   Éric,Belhaddad   Belkhir,0,1
Diard   Éric,Trisse   Nicole,0,1
Diard   Éric,Paluszkiewicz   Xavier,0,1
Diard   Éric,Cattelot   Anne-Laure,0,1
Diard   Éric,Goulet   Perrine,0,1
Diard   Éric,Descamps   Béatrice,0,1
Diard   Éric,Michels   Thierry,0,1
Diard   Éric,Descrozaille   Frédéric,0,1
Diard   Éric,Serva   Olivier,0,1
Diard   Éric,Benin   Justine,0,1
Diard   Éric,Mathiasin   Max,0,1
Diard   Éric,Kéclard-Mondésir   Manuéla,0,1
Diard   Éric,Bassire   Nathalie,1,1
Diard   Éric,Lorion   David,1,1
Diard   Éric,Ratenon   Jean-Hugues,1,1
Diard   Éric,Dunoyer   Philippe,0,1
Diard   Éric,Brotherson   Moetai,1,1
Diard   Éric,Guion-Firmin   Claire,0,1
Diard   Éric,Petit   Frédéric,0,1
Diard   Éric,Dumas   Frédérique,0,1
