from,to,vote_commun,loi_commun
Reiss   Frédéric,Bothorel   Éric,1,1
Reiss   Frédéric,Gérard   Raphaël,1,1
Reiss   Frédéric,Kasbarian   Guillaume,1,1
Reiss   Frédéric,Cazeneuve   Jean-René,1,1
Reiss   Frédéric,Balanant   Erwan,0,1
Reiss   Frédéric,Hammerer   Véronique,1,1
Reiss   Frédéric,Labaronne   Daniel,1,1
Reiss   Frédéric,Colboc   Fabienne,1,1
Reiss   Frédéric,Démoulin   Nicolas,1,1
Reiss   Frédéric,Abadie   Caroline,1,1
Reiss   Frédéric,Dubré-Chirat   Nicole,1,1
Reiss   Frédéric,Bannier   Géraldine,0,1
Reiss   Frédéric,Parmentier-Lecocq   Charlotte,1,1
Reiss   Frédéric,Gayte   Laurence,1,1
Reiss   Frédéric,Rilhac   Cécile,1,1
Reiss   Frédéric,Genetet   Anne,1,1
Reiss   Frédéric,Dunoyer   Philippe,1,1
Reiss   Frédéric,Cazebonne   Samantha,1,1
Reiss   Frédéric,Dumas   Frédérique,1,1
Reiss   Frédéric,Vuilletet   Guillaume,1,1
Reiss   Frédéric,Peu   Stéphane,1,1
Reiss   Frédéric,Fontenel-Personne   Pascale,1,1
Reiss   Frédéric,Avia   Laetitia,1,1
Reiss   Frédéric,Atger   Stéphanie,1,1
Reiss   Frédéric,Florennes   Isabelle,0,1
Reiss   Frédéric,Calvez   Céline,1,1
Reiss   Frédéric,Guerel   Émilie,1,1
Reiss   Frédéric,Piron   Béatrice,1,1
Reiss   Frédéric,Braun-Pivet   Yaël,1,1
Reiss   Frédéric,Villani   Cédric,1,1
Reiss   Frédéric,Khedher   Anissa,1,1
Reiss   Frédéric,Chouat   Francis,1,1
Bothorel   Éric,Gérard   Raphaël,1,1
Bothorel   Éric,Kasbarian   Guillaume,1,1
Bothorel   Éric,Cazeneuve   Jean-René,1,1
Bothorel   Éric,Balanant   Erwan,0,1
Bothorel   Éric,Hammerer   Véronique,1,1
Bothorel   Éric,Labaronne   Daniel,1,1
Bothorel   Éric,Colboc   Fabienne,1,1
Bothorel   Éric,Démoulin   Nicolas,1,1
Bothorel   Éric,Abadie   Caroline,1,1
Bothorel   Éric,Dubré-Chirat   Nicole,1,1
Bothorel   Éric,Bannier   Géraldine,0,1
Bothorel   Éric,Parmentier-Lecocq   Charlotte,1,1
Bothorel   Éric,Gayte   Laurence,1,1
Bothorel   Éric,Rilhac   Cécile,1,1
Bothorel   Éric,Genetet   Anne,1,1
Bothorel   Éric,Dunoyer   Philippe,1,1
Bothorel   Éric,Cazebonne   Samantha,1,1
