from,to,vote_commun,loi_commun
Mazars   Stéphane,Blanchet   Christophe,1,1
Mazars   Stéphane,Mesnier   Thomas,1,1
Mazars   Stéphane,Paris   Didier,1,1
Mazars   Stéphane,Thourot   Alice,1,1
Mazars   Stéphane,Melchior   Graziella,1,1
Mazars   Stéphane,Balanant   Erwan,0,1
Mazars   Stéphane,Poulliat   Éric,1,1
Mazars   Stéphane,Ménard   Emmanuelle,0,1
Mazars   Stéphane,Cloarec-Le Nabour   Christine,0,1
Mazars   Stéphane,Abadie   Caroline,1,1
Mazars   Stéphane,Borowczyk   Julien,1,1
Mazars   Stéphane,Haury   Yannick,1,1
Mazars   Stéphane,Dubré-Chirat   Nicole,0,1
Mazars   Stéphane,Houbron   Dimitri,1,1
Mazars   Stéphane,Thill   Agnès,0,1
Mazars   Stéphane,Deprez-Audebert   Marguerite,0,1
Mazars   Stéphane,Le Pen   Marine,0,1
Mazars   Stéphane,Vichnievsky   Laurence,0,1
Mazars   Stéphane,Thomas   Valérie,1,1
Mazars   Stéphane,Moutchou   Naïma,1,1
Mazars   Stéphane,Degois   Typhanie,1,1
Mazars   Stéphane,Le Gendre   Gilles,1,1
Mazars   Stéphane,Terlier   Jean,1,1
Mazars   Stéphane,Fauvergue   Jean-Michel,1,1
Mazars   Stéphane,Mauborgne   Sereine,1,1
Mazars   Stéphane,Guerel   Émilie,1,1
Mazars   Stéphane,Guévenoux   Marie,1,1
Mazars   Stéphane,Braun-Pivet   Yaël,1,1
Mazars   Stéphane,de Vaucouleurs   Michèle,0,1
Mazars   Stéphane,Beaudouin-Hubiere   Sophie,1,1
Mazars   Stéphane,Rudigoz   Thomas,1,1
Mazars   Stéphane,Rebeyrotte   Rémy,1,1
Blanchet   Christophe,Mesnier   Thomas,1,1
Blanchet   Christophe,Paris   Didier,1,1
Blanchet   Christophe,Thourot   Alice,1,1
Blanchet   Christophe,Melchior   Graziella,1,1
Blanchet   Christophe,Balanant   Erwan,0,1
Blanchet   Christophe,Poulliat   Éric,1,1
Blanchet   Christophe,Ménard   Emmanuelle,0,1
Blanchet   Christophe,Cloarec-Le Nabour   Christine,0,1
Blanchet   Christophe,Abadie   Caroline,1,1
Blanchet   Christophe,Borowczyk   Julien,1,1
Blanchet   Christophe,Haury   Yannick,1,1
Blanchet   Christophe,Dubré-Chirat   Nicole,0,1
Blanchet   Christophe,Houbron   Dimitri,1,1
Blanchet   Christophe,Thill   Agnès,0,1
Blanchet   Christophe,Deprez-Audebert   Marguerite,0,1
Blanchet   Christophe,Le Pen   Marine,0,1
Blanchet   Christophe,Vichnievsky   Laurence,0,1
Blanchet   Christophe,Thomas   Valérie,1,1
Blanchet   Christophe,Moutchou   Naïma,1,1
Blanchet   Christophe,Degois   Typhanie,1,1
Blanchet   Christophe,Le Gendre   Gilles,1,1
Blanchet   Christophe,Terlier   Jean,1,1
Blanchet   Christophe,Fauvergue   Jean-Michel,1,1
Blanchet   Christophe,Mauborgne   Sereine,1,1
Blanchet   Christophe,Guerel   Émilie,1,1
Blanchet   Christophe,Guévenoux   Marie,1,1
Blanchet   Christophe,Braun-Pivet   Yaël,1,1
Blanchet   Christophe,de Vaucouleurs   Michèle,0,1
Blanchet   Christophe,Beaudouin-Hubiere   Sophie,1,1
Blanchet   Christophe,Rudigoz   Thomas,1,1
Blanchet   Christophe,Rebeyrotte   Rémy,1,1
Mesnier   Thomas,Paris   Didier,1,1
Mesnier   Thomas,Thourot   Alice,1,1
Mesnier   Thomas,Melchior   Graziella,1,1
Mesnier   Thomas,Balanant   Erwan,0,1
Mesnier   Thomas,Poulliat   Éric,1,1
Mesnier   Thomas,Ménard   Emmanuelle,0,1
Mesnier   Thomas,Cloarec-Le Nabour   Christine,0,1
Mesnier   Thomas,Abadie   Caroline,1,1
Mesnier   Thomas,Borowczyk   Julien,1,1
Mesnier   Thomas,Haury   Yannick,1,1
Mesnier   Thomas,Dubré-Chirat   Nicole,0,1
Mesnier   Thomas,Houbron   Dimitri,1,1
Mesnier   Thomas,Thill   Agnès,0,1
Mesnier   Thomas,Deprez-Audebert   Marguerite,0,1
Mesnier   Thomas,Le Pen   Marine,0,1
Mesnier   Thomas,Vichnievsky   Laurence,0,1
Mesnier   Thomas,Thomas   Valérie,1,1
Mesnier   Thomas,Moutchou   Naïma,1,1
Mesnier   Thomas,Degois   Typhanie,1,1
Mesnier   Thomas,Le Gendre   Gilles,1,1
Mesnier   Thomas,Terlier   Jean,1,1
Mesnier   Thomas,Fauvergue   Jean-Michel,1,1
Mesnier   Thomas,Mauborgne   Sereine,1,1
Mesnier   Thomas,Guerel   Émilie,1,1
Mesnier   Thomas,Guévenoux   Marie,1,1
Mesnier   Thomas,Braun-Pivet   Yaël,1,1
Mesnier   Thomas,de Vaucouleurs   Michèle,0,1
Mesnier   Thomas,Beaudouin-Hubiere   Sophie,1,1
Mesnier   Thomas,Rudigoz   Thomas,1,1
Mesnier   Thomas,Rebeyrotte   Rémy,1,1
Paris   Didier,Thourot   Alice,1,1
Paris   Didier,Melchior   Graziella,1,1
Paris   Didier,Balanant   Erwan,0,1
Paris   Didier,Poulliat   Éric,1,1
Paris   Didier,Ménard   Emmanuelle,0,1
Paris   Didier,Cloarec-Le Nabour   Christine,0,1
Paris   Didier,Abadie   Caroline,1,1
Paris   Didier,Borowczyk   Julien,1,1
Paris   Didier,Haury   Yannick,1,1
Paris   Didier,Dubré-Chirat   Nicole,0,1
Paris   Didier,Houbron   Dimitri,1,1
Paris   Didier,Thill   Agnès,0,1
Paris   Didier,Deprez-Audebert   Marguerite,0,1
Paris   Didier,Le Pen   Marine,0,1
Paris   Didier,Vichnievsky   Laurence,0,1
Paris   Didier,Thomas   Valérie,1,1
Paris   Didier,Moutchou   Naïma,1,1
Paris   Didier,Degois   Typhanie,1,1
Paris   Didier,Le Gendre   Gilles,1,1
Paris   Didier,Terlier   Jean,1,1
Paris   Didier,Fauvergue   Jean-Michel,1,1
Paris   Didier,Mauborgne   Sereine,1,1
Paris   Didier,Guerel   Émilie,1,1
Paris   Didier,Guévenoux   Marie,1,1
Paris   Didier,Braun-Pivet   Yaël,1,1
Paris   Didier,de Vaucouleurs   Michèle,0,1
Paris   Didier,Beaudouin-Hubiere   Sophie,1,1
Paris   Didier,Rudigoz   Thomas,1,1
Paris   Didier,Rebeyrotte   Rémy,1,1
Thourot   Alice,Melchior   Graziella,1,1
Thourot   Alice,Balanant   Erwan,0,1
Thourot   Alice,Poulliat   Éric,1,1
Thourot   Alice,Ménard   Emmanuelle,0,1
Thourot   Alice,Cloarec-Le Nabour   Christine,0,1
Thourot   Alice,Abadie   Caroline,1,1
Thourot   Alice,Borowczyk   Julien,1,1
Thourot   Alice,Haury   Yannick,1,1
Thourot   Alice,Dubré-Chirat   Nicole,0,1
Thourot   Alice,Houbron   Dimitri,1,1
Thourot   Alice,Thill   Agnès,0,1
Thourot   Alice,Deprez-Audebert   Marguerite,0,1
Thourot   Alice,Le Pen   Marine,0,1
Thourot   Alice,Vichnievsky   Laurence,0,1
Thourot   Alice,Thomas   Valérie,1,1
Thourot   Alice,Moutchou   Naïma,1,1
Thourot   Alice,Degois   Typhanie,1,1
Thourot   Alice,Le Gendre   Gilles,1,1
Thourot   Alice,Terlier   Jean,1,1
Thourot   Alice,Fauvergue   Jean-Michel,1,1
Thourot   Alice,Mauborgne   Sereine,1,1
Thourot   Alice,Guerel   Émilie,1,1
Thourot   Alice,Guévenoux   Marie,1,1
Thourot   Alice,Braun-Pivet   Yaël,1,1
Thourot   Alice,de Vaucouleurs   Michèle,0,1
Thourot   Alice,Beaudouin-Hubiere   Sophie,1,1
Thourot   Alice,Rudigoz   Thomas,1,1
Thourot   Alice,Rebeyrotte   Rémy,1,1
Melchior   Graziella,Balanant   Erwan,0,1
Melchior   Graziella,Poulliat   Éric,1,1
Melchior   Graziella,Ménard   Emmanuelle,0,1
Melchior   Graziella,Cloarec-Le Nabour   Christine,0,1
Melchior   Graziella,Abadie   Caroline,1,1
Melchior   Graziella,Borowczyk   Julien,1,1
Melchior   Graziella,Haury   Yannick,1,1
Melchior   Graziella,Dubré-Chirat   Nicole,0,1
Melchior   Graziella,Houbron   Dimitri,1,1
Melchior   Graziella,Thill   Agnès,0,1
Melchior   Graziella,Deprez-Audebert   Marguerite,0,1
Melchior   Graziella,Le Pen   Marine,0,1
Melchior   Graziella,Vichnievsky   Laurence,0,1
Melchior   Graziella,Thomas   Valérie,1,1
Melchior   Graziella,Moutchou   Naïma,1,1
Melchior   Graziella,Degois   Typhanie,1,1
Melchior   Graziella,Le Gendre   Gilles,1,1
Melchior   Graziella,Terlier   Jean,1,1
Melchior   Graziella,Fauvergue   Jean-Michel,1,1
Melchior   Graziella,Mauborgne   Sereine,1,1
Melchior   Graziella,Guerel   Émilie,1,1
Melchior   Graziella,Guévenoux   Marie,1,1
Melchior   Graziella,Braun-Pivet   Yaël,1,1
Melchior   Graziella,de Vaucouleurs   Michèle,0,1
Melchior   Graziella,Beaudouin-Hubiere   Sophie,1,1
Melchior   Graziella,Rudigoz   Thomas,1,1
Melchior   Graziella,Rebeyrotte   Rémy,1,1
Balanant   Erwan,Poulliat   Éric,0,1
Balanant   Erwan,Ménard   Emmanuelle,1,1
Balanant   Erwan,Cloarec-Le Nabour   Christine,1,1
Balanant   Erwan,Abadie   Caroline,0,1
Balanant   Erwan,Borowczyk   Julien,0,1
Balanant   Erwan,Haury   Yannick,0,1
Balanant   Erwan,Dubré-Chirat   Nicole,1,1
