groupe,k,noeud_max,nombre_noeud,edge_max,nombre_edge,groupe_max,nombre_groupe,indice_noeud,indice_lien,indice_groupe,indice_totale,indice_moyen
SOC,0.09,34,34,561,507,17,1,1,0.903743315508021,1,0.903743315508021,0.967914438502674
SOC,0.1,34,34,561,488,17,1,1,0.869875222816399,1,0.869875222816399,0.956625074272133
SOC,0.11,34,34,561,476,17,1,1,0.848484848484848,1,0.848484848484848,0.949494949494949
SOC,0.12,34,34,561,461,17,1,1,0.82174688057041,1,0.82174688057041,0.94058229352347
SOC,0.13,34,34,561,444,17,2,1,0.79144385026738,0.882352941176471,0.698332809059453,0.89126559714795
SOC,0.14,34,34,561,440,17,2,1,0.784313725490196,0.882352941176471,0.692041522491349,0.888888888888889
SOC,0.15,34,34,561,438,17,2,1,0.780748663101604,0.882352941176471,0.688895879207298,0.887700534759358
SOC,0.16,34,34,561,433,17,2,1,0.771836007130125,0.882352941176471,0.681031770997169,0.884729649435532
SOC,0.17,34,34,561,428,17,2,1,0.762923351158645,0.882352941176471,0.67316766278704,0.881758764111705
SOC,0.18,34,34,561,417,17,2,1,0.74331550802139,0.882352941176471,0.655866624724756,0.875222816399287
SOC,0.19,34,34,561,413,17,2,1,0.736185383244207,0.882352941176471,0.649575338156653,0.872846108140226
SOC,0.2,34,34,561,398,17,2,1,0.709447415329768,0.882352941176471,0.625983013526266,0.863933452168746
SOC,0.21,34,34,561,390,17,2,1,0.695187165775401,0.882352941176471,0.61340044039006,0.859180035650624
SOC,0.22,34,34,561,373,17,2,1,0.664884135472371,0.882352941176471,0.586662472475621,0.849079025549614
SOC,0.23,34,34,561,352,17,2,1,0.627450980392157,0.882352941176471,0.55363321799308,0.836601307189543
SOC,0.24,34,34,561,338,17,2,1,0.602495543672014,0.882352941176471,0.531613715004719,0.828282828282828
SOC,0.25,34,34,561,315,17,2,1,0.561497326203209,0.882352941176471,0.495438817238125,0.814616755793226
SOC,0.26,34,34,561,302,17,2,1,0.538324420677362,0.882352941176471,0.47499213589179,0.806892453951278
SOC,0.27,34,34,561,289,17,2,1,0.515151515151515,0.882352941176471,0.454545454545455,0.799168152109329
SOC,0.28,34,34,561,262,17,2,1,0.467023172905526,0.882352941176471,0.412079270210758,0.783125371360666
SOC,0.29,34,34,561,243,17,2,1,0.433155080213904,0.882352941176471,0.382195659012268,0.771836007130125
SOC,0.3,34,34,561,223,17,2,1,0.397504456327986,0.882352941176471,0.350739226171752,0.759952465834819
SOC,0.31,34,34,561,199,17,2,1,0.354723707664884,0.882352941176471,0.312991506763133,0.745692216280452
SOC,0.32,34,34,561,186,17,2,1,0.331550802139037,0.882352941176471,0.292544825416798,0.737967914438503
SOC,0.33,34,34,561,165,17,2,1,0.294117647058824,0.882352941176471,0.259515570934256,0.725490196078432
SOC,0.34,34,34,561,146,17,2,1,0.260249554367201,0.882352941176471,0.229631959735766,0.714200831847891
SOC,0.35,34,34,561,129,17,2,1,0.229946524064171,0.882352941176471,0.202893991821327,0.704099821746881
SOC,0.36,34,34,561,110,17,2,1,0.196078431372549,0.882352941176471,0.173010380622837,0.69281045751634
SOC,0.37,34,34,561,99,17,2,1,0.176470588235294,0.882352941176471,0.155709342560554,0.686274509803921
SOC,0.38,34,34,561,89,17,2,1,0.158645276292335,0.882352941176471,0.139981126140296,0.680332739156269
SOC,0.39,34,34,561,81,17,2,1,0.144385026737968,0.882352941176471,0.127398553004089,0.675579322638146
SOC,0.4,34,34,561,68,17,2,1,0.121212121212121,0.882352941176471,0.106951871657754,0.667855020796197
SOC,0.41,34,34,561,56,17,6,1,0.0998217468805704,0.647058823529412,0.0645905420991926,0.582293523469994
SOC,0.42,34,33,528,48,16,6,0.970588235294118,0.0909090909090909,0.625,0.0551470588235294,0.56216577540107
SOC,0.43,34,31,465,41,15,7,0.911764705882353,0.0881720430107527,0.533333333333333,0.042875816993464,0.511090027408813
SOC,0.44,34,31,465,37,15,8,0.911764705882353,0.0795698924731183,0.466666666666667,0.0338562091503268,0.486000421674046
SOC,0.45,34,29,406,31,14,7,0.852941176470588,0.0763546798029557,0.5,0.032563025210084,0.476431952091181
SOC,0.46,34,26,325,23,13,9,0.764705882352941,0.0707692307692308,0.307692307692308,0.0166515837104072,0.38105580693816
SOC,0.47,34,25,300,19,12,9,0.735294117647059,0.0633333333333333,0.25,0.0116421568627451,0.349542483660131
SOC,0.48,34,23,253,17,11,8,0.676470588235294,0.0671936758893281,0.272727272727273,0.012396694214876,0.338797178950632
SOC,0.49,34,21,210,16,10,7,0.617647058823529,0.0761904761904762,0.3,0.0141176470588235,0.331279178338002
SOC,0.5,34,19,171,13,9,7,0.558823529411765,0.0760233918128655,0.222222222222222,0.00944081336238199,0.285689714482284
SOC,0.51,34,14,91,8,7,6,0.411764705882353,0.0879120879120879,0.142857142857143,0.00517129928894635,0.214177978883861
SOC,0.52,34,11,55,6,5,5,0.323529411764706,0.109090909090909,0,0,0.144206773618538
SOC,0.53,34,11,55,6,5,5,0.323529411764706,0.109090909090909,0,0,0.144206773618538
SOC,0.54,34,11,55,6,5,5,0.323529411764706,0.109090909090909,0,0,0.144206773618538
SOC,0.55,34,10,45,5,5,5,0.294117647058824,0.111111111111111,0,0,0.135076252723312
SOC,0.56,34,8,28,4,4,4,0.235294117647059,0.142857142857143,0,0,0.126050420168067
SOC,0.57,34,8,28,4,4,4,0.235294117647059,0.142857142857143,0,0,0.126050420168067
SOC,0.58,34,6,15,3,3,3,0.176470588235294,0.2,0,0,0.125490196078431
SOC,0.59,34,6,15,3,3,3,0.176470588235294,0.2,0,0,0.125490196078431
SOC,0.6,34,6,15,3,3,3,0.176470588235294,0.2,0,0,0.125490196078431
SOC,0.61,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.62,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.63,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.64,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.65,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.66,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.67,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.68,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.69,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.7,34,4,6,2,2,2,0.117647058823529,0.333333333333333,0,0,0.150326797385621
SOC,0.71,34,2,1,1,1,1,0.0588235294117647,1,0,0,0.352941176470588
SOC,0.72,34,2,1,1,1,1,0.0588235294117647,1,0,0,0.352941176470588
SOC,0.73,34,0,0,0,0,0,0,0,0,0,0
SOC,0.74,34,0,0,0,0,0,0,0,0,0,0
SOC,0.75,34,0,0,0,0,0,0,0,0,0,0
SOC,0.76,34,0,0,0,0,0,0,0,0,0,0
SOC,0.77,34,0,0,0,0,0,0,0,0,0,0
SOC,0.78,34,0,0,0,0,0,0,0,0,0,0
SOC,0.79,34,0,0,0,0,0,0,0,0,0,0
SOC,0.8,34,0,0,0,0,0,0,0,0,0,0
SOC,0.81,34,0,0,0,0,0,0,0,0,0,0
SOC,0.82,34,0,0,0,0,0,0,0,0,0,0
SOC,0.83,34,0,0,0,0,0,0,0,0,0,0
SOC,0.84,34,0,0,0,0,0,0,0,0,0,0
SOC,0.85,34,0,0,0,0,0,0,0,0,0,0
SOC,0.86,34,0,0,0,0,0,0,0,0,0,0
SOC,0.87,34,0,0,0,0,0,0,0,0,0,0
SOC,0.88,34,0,0,0,0,0,0,0,0,0,0
SOC,0.89,34,0,0,0,0,0,0,0,0,0,0
SOC,0.9,34,0,0,0,0,0,0,0,0,0,0
SOC,0.91,34,0,0,0,0,0,0,0,0,0,0
SOC,0.92,34,0,0,0,0,0,0,0,0,0,0
SOC,0.93,34,0,0,0,0,0,0,0,0,0,0
SOC,0.94,34,0,0,0,0,0,0,0,0,0,0
SOC,0.95,34,0,0,0,0,0,0,0,0,0,0
SOC,0.96,34,0,0,0,0,0,0,0,0,0,0
SOC,0.97,34,0,0,0,0,0,0,0,0,0,0
SOC,0.98,34,0,0,0,0,0,0,0,0,0,0
SOC,0.99,34,0,0,0,0,0,0,0,0,0,0
SOC,1,34,0,0,0,0,0,0,0,0,0,0
GDR,0,18,18,153,150,9,1,1,0.980392156862745,1,0.980392156862745,0.993464052287582
GDR,0.01,18,18,153,150,9,1,1,0.980392156862745,1,0.980392156862745,0.993464052287582
GDR,0.02,18,18,153,150,9,1,1,0.980392156862745,1,0.980392156862745,0.993464052287582
GDR,0.03,18,18,153,150,9,1,1,0.980392156862745,1,0.980392156862745,0.993464052287582
GDR,0.04,18,18,153,150,9,1,1,0.980392156862745,1,0.980392156862745,0.993464052287582
GDR,0.05,18,18,153,145,9,1,1,0.947712418300654,1,0.947712418300654,0.982570806100218
GDR,0.06,18,18,153,130,9,1,1,0.849673202614379,1,0.849673202614379,0.949891067538126
GDR,0.07,18,18,153,124,9,1,1,0.810457516339869,1,0.810457516339869,0.93681917211329
GDR,0.08,18,18,153,122,9,1,1,0.797385620915033,1,0.797385620915033,0.932461873638344
GDR,0.09,18,17,136,119,8,1,0.944444444444444,0.875,1,0.826388888888889,0.939814814814815
GDR,0.1,18,17,136,118,8,1,0.944444444444444,0.867647058823529,1,0.819444444444445,0.937363834422658
GDR,0.11,18,17,136,114,8,1,0.944444444444444,0.838235294117647,1,0.791666666666667,0.927559912854031
GDR,0.12,18,16,120,111,8,1,0.888888888888889,0.925,1,0.822222222222222,0.937962962962963
GDR,0.13,18,16,120,110,8,1,0.888888888888889,0.916666666666667,1,0.814814814814815,0.935185185185185
GDR,0.14,18,16,120,108,8,1,0.888888888888889,0.9,1,0.8,0.92962962962963
GDR,0.15,18,16,120,105,8,1,0.888888888888889,0.875,1,0.777777777777778,0.921296296296296
GDR,0.16,18,16,120,101,8,1,0.888888888888889,0.841666666666667,1,0.748148148148148,0.910185185185185
GDR,0.17,18,16,120,97,8,1,0.888888888888889,0.808333333333333,1,0.718518518518518,0.899074074074074
GDR,0.18,18,16,120,93,8,1,0.888888888888889,0.775,1,0.688888888888889,0.887962962962963
GDR,0.19,18,16,120,89,8,1,0.888888888888889,0.741666666666667,1,0.659259259259259,0.876851851851852
GDR,0.2,18,16,120,84,8,1,0.888888888888889,0.7,1,0.622222222222222,0.862962962962963
GDR,0.21,18,16,120,82,8,1,0.888888888888889,0.683333333333333,1,0.607407407407407,0.857407407407407
GDR,0.22,18,16,120,75,8,1,0.888888888888889,0.625,1,0.555555555555556,0.837962962962963
GDR,0.23,18,16,120,68,8,2,0.888888888888889,0.566666666666667,0.75,0.377777777777778,0.735185185185185
GDR,0.24,18,16,120,67,8,2,0.888888888888889,0.558333333333333,0.75,0.372222222222222,0.732407407407407
GDR,0.25,18,16,120,65,8,2,0.888888888888889,0.541666666666667,0.75,0.361111111111111,0.726851851851852
GDR,0.26,18,16,120,61,8,2,0.888888888888889,0.508333333333333,0.75,0.338888888888889,0.715740740740741
GDR,0.27,18,16,120,58,8,2,0.888888888888889,0.483333333333333,0.75,0.322222222222222,0.707407407407407
GDR,0.28,18,16,120,55,8,2,0.888888888888889,0.458333333333333,0.75,0.305555555555556,0.699074074074074
GDR,0.29,18,16,120,53,8,2,0.888888888888889,0.441666666666667,0.75,0.294444444444444,0.693518518518519
GDR,0.3,18,16,120,49,8,2,0.888888888888889,0.408333333333333,0.75,0.272222222222222,0.682407407407407
GDR,0.31,18,16,120,46,8,2,0.888888888888889,0.383333333333333,0.75,0.255555555555556,0.674074074074074
GDR,0.32,18,16,120,46,8,2,0.888888888888889,0.383333333333333,0.75,0.255555555555556,0.674074074074074
GDR,0.33,18,16,120,45,8,2,0.888888888888889,0.375,0.75,0.25,0.671296296296296
GDR,0.34,18,16,120,42,8,3,0.888888888888889,0.35,0.625,0.194444444444444,0.621296296296296
GDR,0.35,18,16,120,40,8,3,0.888888888888889,0.333333333333333,0.625,0.185185185185185,0.615740740740741
GDR,0.36,18,16,120,36,8,3,0.888888888888889,0.3,0.625,0.166666666666667,0.60462962962963
GDR,0.37,18,16,120,32,8,3,0.888888888888889,0.266666666666667,0.625,0.148148148148148,0.593518518518518
GDR,0.38,18,16,120,30,8,3,0.888888888888889,0.25,0.625,0.138888888888889,0.587962962962963
GDR,0.39,18,16,120,30,8,3,0.888888888888889,0.25,0.625,0.138888888888889,0.587962962962963
GDR,0.4,18,15,105,28,7,3,0.833333333333333,0.266666666666667,0.571428571428571,0.126984126984127,0.557142857142857
GDR,0.41,18,14,91,25,7,3,0.777777777777778,0.274725274725275,0.571428571428571,0.122100122100122,0.541310541310541
GDR,0.42,18,12,66,23,6,2,0.666666666666667,0.348484848484849,0.666666666666667,0.154882154882155,0.560606060606061
GDR,0.43,18,12,66,20,6,2,0.666666666666667,0.303030303030303,0.666666666666667,0.134680134680135,0.545454545454546
GDR,0.44,18,12,66,18,6,2,0.666666666666667,0.272727272727273,0.666666666666667,0.121212121212121,0.535353535353535
GDR,0.45,18,12,66,17,6,2,0.666666666666667,0.257575757575758,0.666666666666667,0.114478114478115,0.53030303030303
GDR,0.46,18,11,55,15,5,2,0.611111111111111,0.272727272727273,0.6,0.1,0.494612794612795
GDR,0.47,18,11,55,15,5,2,0.611111111111111,0.272727272727273,0.6,0.1,0.494612794612795
GDR,0.48,18,11,55,12,5,2,0.611111111111111,0.218181818181818,0.6,0.08,0.476430976430977
GDR,0.49,18,11,55,11,5,3,0.611111111111111,0.2,0.4,0.0488888888888889,0.403703703703704
GDR,0.5,18,10,45,10,5,3,0.555555555555556,0.222222222222222,0.4,0.0493827160493827,0.392592592592593
GDR,0.51,18,10,45,8,5,3,0.555555555555556,0.177777777777778,0.4,0.0395061728395062,0.377777777777778
GDR,0.52,18,10,45,8,5,3,0.555555555555556,0.177777777777778,0.4,0.0395061728395062,0.377777777777778
GDR,0.53,18,10,45,8,5,3,0.555555555555556,0.177777777777778,0.4,0.0395061728395062,0.377777777777778
GDR,0.54,18,8,28,5,4,3,0.444444444444444,0.178571428571429,0.25,0.0198412698412698,0.291005291005291
GDR,0.55,18,8,28,4,4,4,0.444444444444444,0.142857142857143,0,0,0.195767195767196
GDR,0.56,18,6,15,3,3,3,0.333333333333333,0.2,0,0,0.177777777777778
GDR,0.57,18,4,6,2,2,2,0.222222222222222,0.333333333333333,0,0,0.185185185185185
GDR,0.58,18,4,6,2,2,2,0.222222222222222,0.333333333333333,0,0,0.185185185185185
GDR,0.59,18,4,6,2,2,2,0.222222222222222,0.333333333333333,0,0,0.185185185185185
GDR,0.6,18,2,1,1,1,1,0.111111111111111,1,0,0,0.37037037037037
GDR,0.61,18,2,1,1,1,1,0.111111111111111,1,0,0,0.37037037037037
GDR,0.62,18,2,1,1,1,1,0.111111111111111,1,0,0,0.37037037037037
GDR,0.63,18,2,1,1,1,1,0.111111111111111,1,0,0,0.37037037037037
GDR,0.64,18,2,1,1,1,1,0.111111111111111,1,0,0,0.37037037037037
GDR,0.65,18,0,0,0,0,0,0,0,0,0,0
GDR,0.66,18,0,0,0,0,0,0,0,0,0,0
GDR,0.67,18,0,0,0,0,0,0,0,0,0,0
GDR,0.68,18,0,0,0,0,0,0,0,0,0,0
GDR,0.69,18,0,0,0,0,0,0,0,0,0,0
GDR,0.7,18,0,0,0,0,0,0,0,0,0,0
GDR,0.71,18,0,0,0,0,0,0,0,0,0,0
GDR,0.72,18,0,0,0,0,0,0,0,0,0,0
GDR,0.73,18,0,0,0,0,0,0,0,0,0,0
GDR,0.74,18,0,0,0,0,0,0,0,0,0,0
GDR,0.75,18,0,0,0,0,0,0,0,0,0,0
GDR,0.76,18,0,0,0,0,0,0,0,0,0,0
GDR,0.77,18,0,0,0,0,0,0,0,0,0,0
GDR,0.78,18,0,0,0,0,0,0,0,0,0,0
GDR,0.79,18,0,0,0,0,0,0,0,0,0,0
GDR,0.8,18,0,0,0,0,0,0,0,0,0,0
GDR,0.81,18,0,0,0,0,0,0,0,0,0,0
GDR,0.82,18,0,0,0,0,0,0,0,0,0,0
GDR,0.83,18,0,0,0,0,0,0,0,0,0,0
GDR,0.84,18,0,0,0,0,0,0,0,0,0,0
GDR,0.85,18,0,0,0,0,0,0,0,0,0,0
GDR,0.86,18,0,0,0,0,0,0,0,0,0,0
GDR,0.87,18,0,0,0,0,0,0,0,0,0,0
GDR,0.88,18,0,0,0,0,0,0,0,0,0,0
GDR,0.89,18,0,0,0,0,0,0,0,0,0,0
GDR,0.9,18,0,0,0,0,0,0,0,0,0,0
GDR,0.91,18,0,0,0,0,0,0,0,0,0,0
GDR,0.92,18,0,0,0,0,0,0,0,0,0,0
GDR,0.93,18,0,0,0,0,0,0,0,0,0,0
GDR,0.94,18,0,0,0,0,0,0,0,0,0,0
GDR,0.95,18,0,0,0,0,0,0,0,0,0,0
GDR,0.96,18,0,0,0,0,0,0,0,0,0,0
GDR,0.97,18,0,0,0,0,0,0,0,0,0,0
GDR,0.98,18,0,0,0,0,0,0,0,0,0,0
GDR,0.99,18,0,0,0,0,0,0,0,0,0,0
GDR,1,18,0,0,0,0,0,0,0,0,0,0
DEM,0,59,59,1711,1710,29,1,1,0.999415546464056,1,0.999415546464056,0.999805182154685
DEM,0.01,59,59,1711,1710,29,1,1,0.999415546464056,1,0.999415546464056,0.999805182154685
DEM,0.02,59,59,1711,1710,29,1,1,0.999415546464056,1,0.999415546464056,0.999805182154685
DEM,0.03,59,59,1711,1708,29,1,1,0.998246639392168,1,0.998246639392168,0.999415546464056
DEM,0.04,59,59,1711,1707,29,1,1,0.997662185856225,1,0.997662185856225,0.999220728618742
DEM,0.05,59,59,1711,1687,29,1,1,0.985973115137346,1,0.985973115137346,0.995324371712449
DEM,0.06,59,59,1711,1653,29,1,1,0.966101694915254,1,0.966101694915254,0.988700564971751
DEM,0.07,59,59,1711,1629,29,1,1,0.952074810052601,1,0.952074810052601,0.9840249366842
DEM,0.08,59,59,1711,1596,29,1,1,0.932787843366452,1,0.932787843366452,0.977595947788818
DEM,0.09,59,59,1711,1557,29,1,1,0.909994155464641,1,0.909994155464641,0.969998051821547
DEM,0.1,59,58,1653,1526,29,1,0.983050847457627,0.923169993950393,1,0.907523044900387,0.96874028046934
DEM,0.11,59,58,1653,1512,29,1,0.983050847457627,0.91470054446461,1,0.899197145405888,0.965917130640746
DEM,0.12,59,58,1653,1498,29,1,0.983050847457627,0.906231094978826,1,0.890871245911389,0.963093980812151
DEM,0.13,59,58,1653,1483,29,1,0.983050847457627,0.897156684815487,1,0.88195063931014,0.960069177424371
DEM,0.14,59,58,1653,1468,29,1,0.983050847457627,0.888082274652148,1,0.873030032708891,0.957044374036592
DEM,0.15,59,58,1653,1451,29,2,0.983050847457627,0.877797943133696,0.931034482758621,0.803408286935925,0.930627757783315
DEM,0.16,59,58,1653,1438,29,2,0.983050847457627,0.869933454325469,0.931034482758621,0.79621028023009,0.928006261513906
DEM,0.17,59,58,1653,1423,29,2,0.983050847457627,0.860859044162129,0.931034482758621,0.787904887877203,0.924981458126126
DEM,0.18,59,58,1653,1407,29,2,0.983050847457627,0.851179673321234,0.931034482758621,0.779045802700791,0.921755001179161
DEM,0.19,59,57,1596,1368,28,2,0.966101694915254,0.857142857142857,0.928571428571429,0.76893808370806,0.91727199354318
DEM,0.2,59,57,1596,1319,28,2,0.966101694915254,0.826441102756892,0.928571428571429,0.741395710826704,0.907038075414525
DEM,0.21,59,57,1596,1268,28,2,0.966101694915254,0.794486215538847,0.928571428571429,0.712729159460394,0.896386446341843
DEM,0.22,59,57,1596,1217,28,2,0.966101694915254,0.762531328320802,0.928571428571429,0.684062608094085,0.885734817269162
DEM,0.23,59,57,1596,1149,28,2,0.966101694915254,0.719924812030075,0.928571428571429,0.645840539605673,0.871532645172253
DEM,0.24,59,56,1540,1090,28,2,0.949152542372881,0.707792207792208,0.928571428571429,0.623816861104997,0.861838726245506
DEM,0.25,59,56,1540,1028,28,2,0.949152542372881,0.667532467532468,0.928571428571429,0.588333700198107,0.848418812825593
DEM,0.26,59,56,1540,960,28,2,0.949152542372881,0.623376623376623,0.928571428571429,0.549416685009905,0.833700198106978
DEM,0.27,59,56,1540,882,28,2,0.949152542372881,0.572727272727273,0.928571428571429,0.504776579352851,0.816817081223861
DEM,0.28,59,56,1540,820,28,2,0.949152542372881,0.532467532467532,0.928571428571429,0.469293418445961,0.803397167803948
DEM,0.29,59,56,1540,753,28,2,0.949152542372881,0.488961038961039,0.928571428571429,0.430948712304645,0.788895003301783
DEM,0.3,59,56,1540,684,28,2,0.949152542372881,0.444155844155844,0.928571428571429,0.391459388069558,0.773959938366718
DEM,0.31,59,56,1540,617,28,2,0.949152542372881,0.400649350649351,0.928571428571429,0.353114681928241,0.759457773864554
DEM,0.32,59,56,1540,550,28,2,0.949152542372881,0.357142857142857,0.928571428571429,0.314769975786925,0.744955609362389
DEM,0.33,59,56,1540,505,28,2,0.949152542372881,0.327922077922078,0.928571428571429,0.289016068677086,0.735215349622129
DEM,0.34,59,56,1540,450,28,3,0.949152542372881,0.292207792207792,0.892857142857143,0.247633722209993,0.711405825812606
DEM,0.35,59,56,1540,401,28,3,0.949152542372881,0.26038961038961,0.892857142857143,0.220669161347127,0.700799765206545
DEM,0.36,59,56,1540,347,28,3,0.949152542372881,0.225324675324675,0.892857142857143,0.190953114681928,0.689111453518233
DEM,0.37,59,56,1540,295,28,4,0.949152542372881,0.191558441558442,0.857142857142857,0.155844155844156,0.66595128035806
DEM,0.38,59,55,1485,259,27,6,0.932203389830508,0.174410774410774,0.777777777777778,0.126456022877868,0.628130647339687
DEM,0.39,59,55,1485,215,27,7,0.932203389830508,0.144781144781145,0.740740740740741,0.0999744251470554,0.605908425117465
DEM,0.4,59,55,1485,184,27,6,0.932203389830508,0.123905723905724,0.777777777777778,0.0898374834344702,0.61129563050467
DEM,0.41,59,55,1485,163,27,6,0.932203389830508,0.10976430976431,0.777777777777778,0.0795842923903188,0.606581825790865
DEM,0.42,59,51,1275,137,25,7,0.864406779661017,0.107450980392157,0.72,0.0668745762711864,0.563952586684391
DEM,0.43,59,50,1225,120,25,6,0.847457627118644,0.0979591836734694,0.76,0.0630923555863023,0.568472270264038
DEM,0.44,59,50,1225,98,25,8,0.847457627118644,0.08,0.68,0.0461016949152542,0.535819209039548
DEM,0.45,59,49,1176,83,24,10,0.830508474576271,0.070578231292517,0.583333333333333,0.0341925612052731,0.49480667973404
DEM,0.46,59,47,1081,73,23,11,0.796610169491525,0.0675300647548566,0.521739130434783,0.0280670276505078,0.461959788227055
DEM,0.47,59,44,946,64,22,11,0.745762711864407,0.0676532769556025,0.5,0.025226645644462,0.43780532960667
DEM,0.48,59,38,703,53,19,9,0.64406779661017,0.0753911806543385,0.526315789473684,0.0255563324251995,0.415258255579398
DEM,0.49,59,32,496,46,16,7,0.542372881355932,0.092741935483871,0.5625,0.0282941498086386,0.399204938946601
DEM,0.5,59,30,435,39,15,7,0.508474576271186,0.0896551724137931,0.533333333333333,0.0243132670952659,0.377154360672771
DEM,0.51,59,26,325,33,13,7,0.440677966101695,0.101538461538462,0.461538461538462,0.020651890482399,0.334584963059539
DEM,0.52,59,25,300,31,12,7,0.423728813559322,0.103333333333333,0.416666666666667,0.018243879472693,0.314576271186441
DEM,0.53,59,24,276,27,12,7,0.406779661016949,0.0978260869565217,0.416666666666667,0.0165806927044952,0.307090804880046
DEM,0.54,59,18,153,22,9,5,0.305084745762712,0.143790849673203,0.444444444444444,0.0194970643624682,0.297773346626786
DEM,0.55,59,17,136,18,8,5,0.288135593220339,0.132352941176471,0.375,0.0143008474576271,0.265162844798937
DEM,0.56,59,16,120,14,8,5,0.271186440677966,0.116666666666667,0.375,0.011864406779661,0.254284369114878
DEM,0.57,59,12,66,12,6,3,0.203389830508475,0.181818181818182,0.5,0.0184899845916795,0.295069337442219
DEM,0.58,59,12,66,12,6,3,0.203389830508475,0.181818181818182,0.5,0.0184899845916795,0.295069337442219
DEM,0.59,59,10,45,10,5,2,0.169491525423729,0.222222222222222,0.6,0.0225988700564972,0.330571249215317
DEM,0.6,59,8,28,8,4,2,0.135593220338983,0.285714285714286,0.5,0.0193704600484261,0.307102502017756
DEM,0.61,59,7,21,6,3,2,0.11864406779661,0.285714285714286,0.333333333333333,0.0112994350282486,0.245897228948076
DEM,0.62,59,7,21,5,3,2,0.11864406779661,0.238095238095238,0.333333333333333,0.00941619585687382,0.230024213075061
DEM,0.63,59,6,15,4,3,2,0.101694915254237,0.266666666666667,0.333333333333333,0.00903954802259887,0.233898305084746
DEM,0.64,59,3,3,2,1,1,0.0508474576271187,0.666666666666667,0,0,0.239171374764595
DEM,0.65,59,3,3,2,1,1,0.0508474576271187,0.666666666666667,0,0,0.239171374764595
DEM,0.66,59,3,3,2,1,1,0.0508474576271187,0.666666666666667,0,0,0.239171374764595
DEM,0.67,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.68,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.69,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.7,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.71,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.72,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.73,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.74,59,2,1,1,1,1,0.0338983050847458,1,0,0,0.344632768361582
DEM,0.75,59,0,0,0,0,0,0,0,0,0,0
DEM,0.76,59,0,0,0,0,0,0,0,0,0,0
DEM,0.77,59,0,0,0,0,0,0,0,0,0,0
DEM,0.78,59,0,0,0,0,0,0,0,0,0,0
DEM,0.79,59,0,0,0,0,0,0,0,0,0,0
DEM,0.8,59,0,0,0,0,0,0,0,0,0,0
DEM,0.81,59,0,0,0,0,0,0,0,0,0,0
DEM,0.82,59,0,0,0,0,0,0,0,0,0,0
DEM,0.83,59,0,0,0,0,0,0,0,0,0,0
DEM,0.84,59,0,0,0,0,0,0,0,0,0,0
DEM,0.85,59,0,0,0,0,0,0,0,0,0,0
DEM,0.86,59,0,0,0,0,0,0,0,0,0,0
DEM,0.87,59,0,0,0,0,0,0,0,0,0,0
DEM,0.88,59,0,0,0,0,0,0,0,0,0,0
DEM,0.89,59,0,0,0,0,0,0,0,0,0,0
DEM,0.9,59,0,0,0,0,0,0,0,0,0,0
DEM,0.91,59,0,0,0,0,0,0,0,0,0,0
DEM,0.92,59,0,0,0,0,0,0,0,0,0,0
DEM,0.93,59,0,0,0,0,0,0,0,0,0,0
DEM,0.94,59,0,0,0,0,0,0,0,0,0,0
DEM,0.95,59,0,0,0,0,0,0,0,0,0,0
DEM,0.96,59,0,0,0,0,0,0,0,0,0,0
DEM,0.97,59,0,0,0,0,0,0,0,0,0,0
DEM,0.98,59,0,0,0,0,0,0,0,0,0,0
DEM,0.99,59,0,0,0,0,0,0,0,0,0,0
DEM,1,59,0,0,0,0,0,0,0,0,0,0
AGIR-E,0,22,22,231,230,11,1,1,0.995670995670996,1,0.995670995670996,0.998556998556999
AGIR-E,0.01,22,22,231,230,11,1,1,0.995670995670996,1,0.995670995670996,0.998556998556999
AGIR-E,0.02,22,22,231,230,11,1,1,0.995670995670996,1,0.995670995670996,0.998556998556999
AGIR-E,0.03,22,22,231,230,11,1,1,0.995670995670996,1,0.995670995670996,0.998556998556999
AGIR-E,0.04,22,22,231,230,11,1,1,0.995670995670996,1,0.995670995670996,0.998556998556999
